,rumor,text
rumor182,0,建议做肠镜检查。结肠癌高危人群建议去做肠镜检查。
rumor183,0,防止粥样硬化疏通血管办法要少吃高油高盐高脂的食物这些食物都会引起动脉粥样硬化要戒烟戒酒，要适当运动，要规律作息，避免熬夜，一旦发现的异常要及时的就医要保持好的情绪坏情绪会引起神经内分泌功能异常也会引起动脉粥样硬化。
rumor184,0,科学治疗慢性便秘，便秘的方法是每天喝一点五至两升的水。
rumor185!,1,由于碳酸钙硬度较大，所以用碳酸钙做磨擦剂的牙膏会让牙齿很受伤，应尽量避免选用
rumor186!,1,电子烟是传统香烟的安全替代品
rumor187,0,长期的高血压，糖尿病，高脂血症，如果有抽烟喝酒，熬夜的吧，如果你有种族家族性的关系的病史，就要特别小心心脏方面的问题，有症状，要及时的就医。
rumor188!,1,视力低于1.0就是弱视
rumor189!,1,鲜浓的肉汤比肉更营养
rumor190,0,适当食用橄榄油有益健康，但同时也应该看到，橄榄油的热量较高，过量食用易造成脂肪堆积，易导致体重增加。
rumor191,0,中药不可长时间、大剂量久服，避免药物的蓄积毒性。使用中药，必须在医师指导下服用，不要随意改变用量和服法。自购中成药要认真阅读说明书，按照推荐的用法用量服药，必要时咨询医生和药师。
rumor192,0,患者涉及到抽血化验项目，医生主要查看血常规，血红蛋白，血小板的指标是否正常。
rumor193,0,低温环境下脂肪的代谢未必会变慢，反而可能加快。寒冷状态下，为了维持皮肤温度，身体会加快新陈代谢，以保证能量供应。人体内供给能量最多的是糖，而当糖分解供能无法满足需求时，脂肪就会参与进来。
rumor194,0,心脏不舒服是应该做心电图呢，还是做心脏彩超呢？其实这两项检查是不能相互替代的，各有各的作用。
rumor195!,1,被毒蛇咬了能用嘴吸毒液救命
rumor196,0, 粪菌移植的是粪便中的菌群，并非粪便本身，“粪便能治病”这种说法并不科学。
rumor197!,1,暴雨后城市自来水不能喝
rumor198,0,黄桃罐头不使用防腐剂，与防腐剂本身没有任何关系，只是因为罐头这种食品确实不需要防腐剂
rumor199,0,冠心病就是给心脏供血的这个冠状动脉狭窄，只是说你身上的那个血管出问题了，而心脏病，它是一个很大的范围冠状动脉，出现病变了才叫冠心病，而我们心脏长得像一个大拳头冠状动脉。
rumor200!,1,放支架以后就要长期吃抗排异的药。
rumor201,0,预防和控制高尿酸要控制体重，保持良好的这个身形和精神状态。
rumor202,0,抽烟和脑梗塞肯定是有关系的血管收缩之后我们大脑皮层的供血会减少引起血栓的风险烟中的主要成分有一氧化碳是有毒的气体它进入体内之后会损害血管的内皮内皮受损了之后会引起血小板和脂质沉积引起动脉粥样硬化动脉粥样硬化严重的时候会引起血管的狭窄又会引起血压的升高引起毛孔堵塞
rumor203,0,如果是未破裂的动脉瘤，一定不是必须要处理。那么，什么样的动脉瘤发现了必须要处理？如果动脉瘤如果要处理，到底是外科手术好还是介入治疗好？
rumor204,0,解决烫伤的急救是用常温的自来水冲洗，十五到三十分钟脱，冲洗，尽快地就医，送至医院，寻求专业的治疗。
rumor205,0,反流病减少腹压增高的因素，不要吃得太差，不穿紧身的衣服，做高负荷的劳动或者运动充分，人不建议立刻停药。
rumor206,0,可以说月经周期对于减肥没有任何加大热量消耗的作用
rumor207,0,高血压要做血压的监测，心电图，血糖和血脂。
rumor208,0,保护大脑的方法。第四，要积极治疗一些原发病，比如说高血压，糖尿病，这些就是对大脑有害的保护好头部。
rumor209,0,吃到底合适还是不合适？你还不如不吃了一定不合适。为什么呢？刺得他只有连续吃一段时间以后才能有一个稳定的治疗效果和预防的效果。吃他丁磊他今天吃了这种它里面晃悠的，后天又换了一种塔顶。
rumor210,0,脑膜瘤是颅内良性肿瘤中最常见的一种类型它可以发生在脑的任何部位，既可以发生在脑的表面也可以发生在脑的深部脑膜瘤应该说绝大多数都是良性的但是会有大概百分之三左右的脑膜瘤是恶性脑膜瘤当然还有百分之十几患者是交界线的是它存在同良性向恶性的转变的这种趋势
rumor211!,1,纸尿裤易导致O型腿
rumor212!,1,经常饿一顿，饱一顿对身体没有影响。
rumor213,0,只吃蛋白，不吃蛋黄肯定是不对的。蛋黄里有丰富的水溶性的维生素，矿物质和氨基酸，蛋黄里的胆固醇含量是并不高，每天吃一个鸡蛋，包括里面的蛋黄，肯定是没有问题的。
rumor214,0,按时作息，生物钟一旦被打乱了之后，人的身体会跟着有一系列的不好的变化也会受到影响。
rumor215!,1,红酒能软化血管。
rumor216!,1,看绿色可以保护视力
rumor217,0,脑动脉瘤其实它不是肿瘤，所以说他也没有良性和恶性之分，实际上是与动脉管壁在雪人的快速冲击下向外的一个膨隆，可以说，如果说咱们在动脉瘤未破裂的时候，或者是破裂其及时的把这个动脉瘤处理。
rumor218,0,适不适合你长期的吃药是要根据你的病情来定而并不是说你看了一条这种视频或者听有些人讲是心内科医生通过检查后根据个人情况确认用药或具体能不能长期用
rumor219!,1,很多野生动物长得很萌且不伤人，可作为宠物在家饲养
rumor220,0,从营养学的角度，肾病的患者要适当地减少植物蛋白，多吃一些优质的蛋白质，像鸡蛋奶，喝肉制品。
rumor221,0,胖人比瘦人更为高血压都我没有明确统计数据肥胖的人比标准体重的人高血压的患病率要高得多得多一定要肥胖和高血压之间的关系骨关节病等一系列疾病相关所以大家一定要控制体重胖它本身就是一种病尤其是这种肚子特别大
rumor222!,1,脂肪肝是吃得太多太油腻，身体没法排出这些多余的脂肪就堆积到肝脏导致脂肪肝了。
rumor223,0,一年，几万台这样的介入手术绝大多数的就是手术效果都是非常好的，可以看到这个十几年，二十年的支架依然还在非常好的工作。
rumor224!,1,适量饮酒有益健康。
rumor225,0,能升高你血糖之外没有什么其他营养这不喝粥，就感觉这个饭没吃住着，而胃肠道吸收功能差，感觉没吃好啊，前段时间这个张文宏教授讲了喝粥怎么总不好各种什么都不懂的网络喷子在网上有各种喷嚏啦，今天好大夫给你讲讲到底为什么？喝这个？粥，就不，好的？哥啊，这么？高的？血糖，就会，反复地，刺，激的？胰岛，的？胚胎细胞造成极个？别的？细胞反复地，受刺，激一会，儿？一会，儿？血糖，高了，
rumor226,0,预防和控制高尿酸要大量的饮水。
rumor227,0,洋葱和醋都不可能软化血管，我们只能让健康的生活方式去预防血管硬化，而不可能说吃这些食物能让血管软化，红酒能软化血管侵蚀红酒里面的本质就是酒精，酒精这其实会加重动脉的硬化，醋的成分，它是乙酸，也不会软化血管。
rumor228,0,从营养学的角度，高尿酸血症和痛风的患者要控制总能量的摄入，像的飘零饮食和多喝水，就能够降低尿酸的发病的风险。
rumor229,0,长期便秘的一些危害长期便秘容易导致你这种体内的毒素排出去长斑，长痘不漂亮，胃肠道功能紊乱，消化不良，腹胀，口臭，提臭，谁强的都躲着这便秘的人呢？因为便秘还可能会诱发肠梗阻让大便的费劲用力的人还容易诱发心脑血管意外心梗脑梗很多的病人都是因为便秘时候使进而诱发的讲这么？多便秘的不？好那么？奖项怎么？来改善便秘啊？
rumor230,0,柠檬帮孩子长高的说法，没有科学依据。孩子能不能长高，除了受到遗传的影响，还和三个因素有关：睡眠、营养和运动
rumor231,0,现实生活中，绝大多数大米是不会有那么高黄曲霉毒素含量的
rumor232,0,我们来看一下心房颤动，通过心电图就可以确诊。这就是我们确诊房颤。你看他的图，我们心电图是很规整的。
rumor233,0,所以，与合成维生素C相比，靠食物补充天然维生素C的同时还能抗氧化和清除自由基，可降低慢性疾病的发生风险，还具有抗炎作用，提升维生素C的吸收率和生物利用度，更好的提高免疫力。合成维生素C不可以完全替代天然维生素
rumor234!,1,吃水果出现过敏反应的可能性不大
rumor235,0,想要拥有一个健康的肠胃喝对酸奶，选择酸奶时，一定看一下包装说明，看看蛋白质含量是不是大选择符合国家标准。
rumor236,0,雌激素的保护女性的心血管病的患病患病率也会显著的增高原因第一点，女性的心血管病的症状有的说它不是那么明显这些不典型的症状呢？会导致误诊漏诊延误治疗还有啊，女性对于这个疼痛的耐受度比较高说白了，就是经常能忍着不来看病所以经常会出现忍着不来一啊，而导致这个病情很严重的情况啊，
rumor237,0,颈动脉窦，在你对颈动脉窦持续的刺激的时候啊，无论是按一按也好还是持续地给他一些涨张力的司机之后他就有可能会出现我们的这个血压下降，心率减缓。
rumor238,0,牛奶根本没必要加防腐剂，保质期长短取决于牛奶的灭菌方式
rumor239,0,放射治疗能治愈脑血管畸形吗？放射治疗治疗脑血管畸形的机理实际上是利用精准的定位比较小的机型对发生作用的时间一般是在后的一年左右于那些较大的机型发生作用的时间，或者就是三年可能才能发挥作用。
rumor240,0,因为真正体内缺水导致的嘴唇干裂，只占很少一部分。而且，体内缺水导致嘴唇干裂，那得是在缺水非常严重的情况下才发生，比如长时间的户外工作。相信大多数人并不会缺水到这个程度，而大量饮水并不会让更多的水进入口唇部皮肤
rumor241,0,很多免洗洗手液的执行标准其实是“卫妆准字”，更接近化妆品。产品包装上“除菌”“抑菌”的字眼不过是宣传噱头
rumor242!,1,磁共振有辐射
rumor243,0,脑出血实际上对脑血管列了一个小口血液流到血管的外面的一般来讲少量的出血都会引起病人剧烈的头痛这种头痛往往是最辈子应该说最最剧烈的头痛这种情况下要怀疑脑出血当然，如果出血量特别大的时候，可能患者很快就会陷入昏迷来不及去反应这种头痛的症状
